,id,user,text,created_at,location,sentiment,sentiment_compound
45,1486119292332429314,SeattleTam,product able repair included support right repair,2022-01-25 23:30:24+00:00,Seattle,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019
46,1486119289455267849,LatinMixMasters,estas escuchando la en regaetton playing lmm reggaeton radio pareja del sebastian yatra myke towe,2022-01-25 23:30:24+00:00,NYC / NJ / WORLDWIDE,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.2023
47,1486119287643422720,HiroGallery,apple ebay plus ship free,2022-01-25 23:30:23+00:00,Okinotorishima Ogasawara Tokyo,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106
48,1486119280638889986,mandastayzfly,doja cat absolutely insane verse,2022-01-25 23:30:21+00:00,,"{'neg': 0.428, 'neu': 0.572, 'pos': 0.0, 'compound': -0.4576}",-0.4576
49,1486119276109090816,ITZTHATGUY13,sean payton take playful jab eli apple pulling vonn bell trey hendrickson eli little bit,2022-01-25 23:30:20+00:00,,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404
50,1486119275173761026,_surfariworld,surprised momma one even believe baby made,2022-01-25 23:30:20+00:00,Rainforest ,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263
51,1486119274557018113,JeannettedeBon2,pepsi responds boycott call donation texas gop supporter abortion ban usa today,2022-01-25 23:30:20+00:00,"Buffalo, WY","{'neg': 0.347, 'neu': 0.529, 'pos': 0.124, 'compound': -0.5859}",-0.5859
52,1486119269624684545,AothmanL,apple granted restraining order woman allegedly threatened harassed stalked ceo tim cook,2022-01-25 23:30:19+00:00,"Gusau, Nigeria Lome","{'neg': 0.371, 'neu': 0.514, 'pos': 0.114, 'compound': -0.6705}",-0.6705
53,1486119265430290434,LYZA_gh,men need song go viral everywhere,2022-01-25 23:30:18+00:00,ROAD TO HASTAFARI,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
54,1486119265375854600,SiG_GavinYT,fun fact apple potato onion taste eat nose plugged,2022-01-25 23:30:18+00:00,,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106
55,1486119260007309312,pinkycstrd2,disini aku jual spotify viu youtube netflix iflix apple music disney hotstar preset lightroom vsco dll loh yuk langsung dm,2022-01-25 23:30:17+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
56,1486119259218534405,EPWShow,royalrumble preview prediction royalrumble wrestling wrestlemania wrestlingcommunity,2022-01-25 23:30:16+00:00,"Buffalo, NY","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
57,1486119257964523530,Khxlin,saint castoff eli apple history guide soon cost cincinnati bengal dearly playoff attacked ne,2022-01-25 23:30:16+00:00,,"{'neg': 0.169, 'neu': 0.674, 'pos': 0.157, 'compound': -0.0516}",-0.0516
58,1486119257796747279,xtianp87,tweetbot io app store shiny new bit go get,2022-01-25 23:30:16+00:00,Burgos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
59,1486119255829450753,sexyhotboyfrz,imma pissed hell apple find releasing kind pink phone year,2022-01-25 23:30:16+00:00,18 capricorn he/they,"{'neg': 0.458, 'neu': 0.365, 'pos': 0.177, 'compound': -0.7506}",-0.7506
60,1486119253434507264,seoscottsdale,think putin invade ukraine west worried nbc news,2022-01-25 23:30:15+00:00,"Scottsdale, AZ","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296
61,1486119251903758336,SpiritHearts1,kari jobe healer get app apple android phone live catholic internet radio,2022-01-25 23:30:15+00:00,"Diocese of Orange, CA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
62,1486119249382977536,Muminaloves,apple juice better orange juice,2022-01-25 23:30:14+00:00,henjoyment,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404
63,1486119248808140806,pascoej_,apple webkit team many opening highlight position every couple day webkit web compatibility engineer gen,2022-01-25 23:30:14+00:00,"San Francisco, CA","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.34
64,1486119245205622788,ujung_yj,happy birthday bettywu catch sweetteeth stageboom theromancetheseries iqiyi app,2022-01-25 23:30:13+00:00,"Yogyakarta, Indonesia","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719
65,1486119243360129025,EvansTanya86,dalzell apple walnut salad delicious rocket,2022-01-25 23:30:13+00:00,Sydney,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719
66,1486119241476575232,AellaH1storical,anyone roblox account royale high level paying apple gift card ngf must,2022-01-25 23:30:12+00:00,,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404
67,1486119240646103040,Unperfect79,please read photo use link help u fight back watch video downl,2022-01-25 23:30:12+00:00,,"{'neg': 0.167, 'neu': 0.513, 'pos': 0.321, 'compound': 0.34}",0.34
68,1486119240143093761,claraBustamenat,repeat buy de una vez itunes,2022-01-25 23:30:12+00:00,GomezCounty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
69,1486119239211798532,GhostlyOwl,anastasia ghostly owl open online shopping book available audio book version,2022-01-25 23:30:12+00:00,British Columbia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
70,1486119238486089734,imightbeakulak,shame not structure society bonobo go chimp route bad apple,2022-01-25 23:30:11+00:00,,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.765}",-0.765
71,1486119237118828545,Retetweet,cinnamon apple matte solid nylon spandex swimwear fabric,2022-01-25 23:30:11+00:00,,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.1531}",0.1531
72,1486119235810172928,BonitaMorris14,matt refuse read anything told stop looking learning bla,2022-01-25 23:30:11+00:00,"Braintree, East UK ","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",-0.5267
73,1486119235222974472,kristanicoleex,apple really need shut fuck telling icloud full every fucking day like yea know suck dick,2022-01-25 23:30:11+00:00,Long Island,"{'neg': 0.403, 'neu': 0.485, 'pos': 0.112, 'compound': -0.8012}",-0.8012
74,1486119234832789505,GlennGriffin8,get free mask u government vox,2022-01-25 23:30:11+00:00,Maine to Colorado,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106
75,1486119233620750337,FFTG00,international show woa download app android iphone,2022-01-25 23:30:10+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
76,1486119232291192839,asleepval,dont trust no named chris cuz chris crossed apple sauce think,2022-01-25 23:30:10+00:00,ur arms,"{'neg': 0.199, 'neu': 0.662, 'pos': 0.139, 'compound': -0.2057}",-0.2057
77,1486119231611678721,desshhaaa,dnd best ting apple ever make,2022-01-25 23:30:10+00:00,,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369
78,1486119231427076101,LearnLife,run back,2022-01-25 23:30:10+00:00,"Queens, NY","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
79,1486119226121273346,mom_meanie,please read photo use link help u fight back watch video downl,2022-01-25 23:30:08+00:00,United States,"{'neg': 0.167, 'neu': 0.513, 'pos': 0.321, 'compound': 0.34}",0.34
80,1486119224065986561,wasaby_banana,ki apple music,2022-01-25 23:30:08+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
81,1486119223533264899,connorharrison,apple add iphone order someone call must first text ask consent,2022-01-25 23:30:08+00:00,"Salt Lake City, UT","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}",0.2263
82,1486119219762810882,Tiffiny_MS,dont let news distract fact eli apple gonna get torched sunday,2022-01-25 23:30:07+00:00,"Biloxi, MS","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.2235}",0.2235
83,1486119219343204356,rzola7,sprinkle good today anyone remember original name edge tomorrow livedierepeat,2022-01-25 23:30:07+00:00,Los Angeles,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369
84,1486119215883034627,cnni,apple granted restraining order woman allegedly threatened harassed stalked ceo tim,2022-01-25 23:30:06+00:00,Everywhere,"{'neg': 0.394, 'neu': 0.485, 'pos': 0.121, 'compound': -0.6705}",-0.6705
85,1486119215455162379,brill_leah,confronted could say tim cook never heard name apple tim apple,2022-01-25 23:30:06+00:00,"West Virginia, USA","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}",-0.2023
86,1486119211151806464,iMore,cityrow max rower first ever apple watch integration,2022-01-25 23:30:05+00:00,🎉💛🎉,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
87,1486119205414002694,Gabizeta_,leighade lm apple music event,2022-01-25 23:30:03+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
88,1486119202352107521,DawnExMachina,apple juice,2022-01-25 23:30:03+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
89,1486119197482655752,snoboscast,global success wordle clone flood app store cash grab apple forced intervene,2022-01-25 23:30:02+00:00,"Atlanta, GA","{'neg': 0.18, 'neu': 0.599, 'pos': 0.222, 'compound': 0.1779}",0.1779
90,1486119197444816896,zero_2_nothing,federal reserve decision microsoft apple earnings know week,2022-01-25 23:30:02+00:00,Localhost,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
91,1486119195913846784,RidiculousBurgr,mimosa drink jaco biggest drink world famous costa rica jaco top restaurant different gourme,2022-01-25 23:30:01+00:00,"Puntarenas, Costa Rica","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}",0.2023
92,1486119192478642178,JeffGSpursZone,fan episode spur fan thought becky hammon leaving team fan guest,2022-01-25 23:30:00+00:00,San Antonio/New York City,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7096}",0.7096
93,1486119190545281033,gaytimes,new music one playlist stream queer right,2022-01-25 23:30:00+00:00,Worldwide,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
94,1486119189555388416,Molice_News,support molice download purchase th album gate bandcamp appl,2022-01-25 23:30:00+00:00,"Buffalo, NY","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019
95,1486119182869610498,brill_leah,understanding correctly apple got restraining order cook employee store,2022-01-25 23:29:58+00:00,"West Virginia, USA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
96,1486119180852088833,madisonalbert13,always good idea stream,2022-01-25 23:29:58+00:00,"Seattle, WA","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404
97,1486119178625032192,decomposedhorse,great school snack apple contains lot carbs protein low fat make sur,2022-01-25 23:29:57+00:00,,"{'neg': 0.13, 'neu': 0.617, 'pos': 0.253, 'compound': 0.4588}",0.4588
98,1486119168282099713,HorangPremiumss,open netflix spotify canva youtube viu disney grammarly quillbot apple music picsart gold,2022-01-25 23:29:55+00:00,ph ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
99,1486119167866646529,tv_okina,final tragedy bandcamp youtube tha,2022-01-25 23:29:55+00:00,Cosplay Development Center,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6597}",-0.6597
100,1486119163760422920,succubiic,made mini hello kitty apple pie last night turned much better expected,2022-01-25 23:29:54+00:00,19,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404
101,1486119161973645315,abrilponc,cancelado big apple,2022-01-25 23:29:53+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
102,1486119160073625604,ApollyonWusky,hey excellent idea light green lime dark green green apple everyone happy,2022-01-25 23:29:53+00:00,"Somewhere in Kentucky, USA","{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8126}",0.8126
103,1486119160048283648,ChrisDewald,closeup bee iphone shotoniphone iphonemacrochallenge wooster ohio,2022-01-25 23:29:53+00:00,"Massillon, OH","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
104,1486119159511785474,Ordo86760109,rate ninneko star get sapphire box step download ninneko game google play apple store rate star,2022-01-25 23:29:53+00:00,,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34
105,1486119158190325761,PurpleBarb3121,please read photo use link help u fight back watch video downl,2022-01-25 23:29:52+00:00,🌈Over The Rainbow 🌈,"{'neg': 0.167, 'neu': 0.513, 'pos': 0.321, 'compound': 0.34}",0.34
106,1486119154558115848,knndarie_,apple still fix omw way,2022-01-25 23:29:51+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
107,1486119152075038720,_kendadon,apple music gone make sure get lil,2022-01-25 23:29:51+00:00,,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182
108,1486119148996694019,ren_patoriot,thank listen santo dale play,2022-01-25 23:29:50+00:00,🇯🇵,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.5994}",0.5994
109,1486119143866703878,21nimat,house speaker pelosi seek election reversing earlier plan reuters,2022-01-25 23:29:49+00:00,"San Francisco, CA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
110,1486119139571744769,UnfetteredMind3,girlnm take apple yr later turn around,2022-01-25 23:29:48+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
111,1486119134694109184,Cytosinee21,rate ninneko star get sapphire box step download ninneko game google play apple store rate star,2022-01-25 23:29:47+00:00,"Kota Yogyakarta, Yogyakarta","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34
112,1486119134349959168,LatinMixMasters,la mejor en bachata lmm bachata radio bachata mix dj annie star tune iphone,2022-01-25 23:29:47+00:00,NYC / NJ / WORLDWIDE,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
113,1486119133850783746,thetechrat,dream apple ecosystem would pick,2022-01-25 23:29:46+00:00,,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.25}",0.25
114,1486119133611712514,kamals921,stone hand friend apple mauritanian proverb stone hand friend apple maurit,2022-01-25 23:29:46+00:00,,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.9153}",0.9153
115,1486119129807564811,yungmarketer,opening application ecomm playbook group best resource internet starting ecomm brand,2022-01-25 23:29:45+00:00,"York, PA","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369
116,1486119129484443648,anaisabel_xx,message beginning gt,2022-01-25 23:29:45+00:00,,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732
117,1486119126238121990,_3_0_5___,inside control,2022-01-25 23:29:45+00:00,unknown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
118,1486119123981463555,Soyandygamez,thank listen santo dale play,2022-01-25 23:29:44+00:00,,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.5994}",0.5994
119,1486119118117871624,EtherDash,let guess thought apple tracking maga,2022-01-25 23:29:43+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
120,1486119113797910535,smoon418,please read photo use link help u fight back watch video downl,2022-01-25 23:29:42+00:00,"Manhattan, NY","{'neg': 0.167, 'neu': 0.513, 'pos': 0.321, 'compound': 0.34}",0.34
121,1486119111977537543,thattuesdaybeef,like lime skittle green apple one gonna assume wild crazy shit,2022-01-25 23:29:41+00:00,,"{'neg': 0.364, 'neu': 0.485, 'pos': 0.152, 'compound': -0.5423}",-0.5423
122,1486119109322416128,clairbear_25,sing nate dogg,2022-01-25 23:29:41+00:00,DA WEST,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
123,1486119106134822912,tmoran711,imagine win popularity contest brooklyn ny get th control trillion spending bi,2022-01-25 23:29:40+00:00,"Connecticut, USA","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}",0.7845
124,1486119104662671360,DiasXiotis,product able repair included support right repair,2022-01-25 23:29:39+00:00,,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019
125,1486119103765139465,Dava711,farrell hangover drink mate absolutely amazing pint blackcurrant lemonade blackcurr,2022-01-25 23:29:39+00:00,"birmingham, uk","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.624}",0.624
126,1486119100388569088,davyde,received empty cardboard box getting no response customer service dis,2022-01-25 23:29:38+00:00,,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4588}",-0.4588
127,1486119098090082304,yeseovy,get beat ive ahahahaha,2022-01-25 23:29:38+00:00,she they filo rcbyf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
128,1486119097930768387,tyunvu,ill get apple gift card,2022-01-25 23:29:38+00:00,,"{'neg': 0.322, 'neu': 0.345, 'pos': 0.333, 'compound': 0.0258}",0.0258
